order_id,customer_id,order_date,revenue,channel
508,687,2025-07-13,34.74,Email
509,107,2025-07-10,76.15,Email
510,663,2025-10-06,99.73,Organic
511,25,2025-05-29,99.28,
512,39,2025-12-23,105.32,Paid Search
513,56,2025-07-16,176.82,Referral
514,572,2023-06-04,107.21,Organic
515,265,2025-05-30,65.35,
516,462,2025-12-03,137.85,Email
517,324,2024-01-10,151.37,Email
518,690,2024-02-12,10.0,Paid Search
519,657,2025-11-05,115.84,
520,775,2025-04-28,122.07,Paid Search
521,718,2025-05-02,62.15,Referral
522,515,2024-02-07,162.54,Referral
523,703,2025-09-23,71.0,
524,289,2025-08-19,87.53,Email
525,405,2025-10-20,69.62,Paid Search
526,486,2025-08-09,80.93,Organic
527,140,2025-08-25,14.22,Referral
528,650,2024-07-19,10.0,Referral
529,694,2025-12-23,175.67,Referral
530,12,2024-10-16,29.18,Organic
531,127,2024-06-07,20.52,Paid Search
532,587,2025-02-26,10.0,
533,551,2025-02-24,41.66,Paid Search
534,313,2024-11-29,10.0,
535,217,2025-09-28,178.52,
536,165,2024-02-27,140.59,Organic
537,632,2025-12-16,38.71,Referral
538,199,2024-01-12,215.15,Organic
539,688,2025-12-08,138.91,Paid Search
540,770,2025-11-15,60.51,Email
541,661,2025-12-06,10.0,Paid Search
542,298,2025-04-27,217.46,Referral
543,101,2025-02-20,10.0,Email
544,339,2024-08-22,10.0,Organic
545,688,2025-01-02,141.35,Paid Search
546,292,2025-03-29,226.39,Paid Search
547,199,2024-08-07,163.06,Email
548,462,2025-11-24,113.83,
549,711,2025-11-04,115.69,Organic
550,580,2025-03-10,131.2,Referral
551,324,2025-03-06,125.54,Organic
552,5,2024-11-26,96.87,Organic
553,227,2025-12-23,86.25,Email
554,284,2025-10-31,76.24,
555,138,2025-12-22,34.76,
556,492,2025-09-18,63.16,Email
557,368,2025-10-24,10.0,Referral
558,499,2024-11-08,74.1,Paid Search
559,180,2024-08-05,20.68,
560,144,2025-05-13,13.78,Organic
561,270,2023-08-04,90.79,Paid Search
562,20,2025-10-12,163.52,Paid Search
563,596,2025-11-06,135.1,Email
564,788,2025-05-13,10.0,Organic
565,38,2025-12-10,20.62,
566,557,2025-06-25,136.45,Email
567,670,2025-12-24,21.05,Organic
568,375,2025-04-21,66.52,Organic
569,791,2025-04-27,113.0,Organic
570,476,2025-12-28,21.9,Paid Search
571,407,2024-11-10,86.32,
572,679,2024-02-14,10.0,
573,776,2025-09-28,43.92,Organic
574,457,2025-09-16,99.19,
575,580,2025-03-09,10.0,Organic
576,754,2025-05-27,106.43,
577,42,2024-01-21,78.82,Email
578,238,2025-02-11,113.15,Referral
579,379,2025-01-07,93.43,Paid Search
580,685,2025-02-24,161.85,Referral
581,398,2025-12-22,87.51,
582,48,2025-07-23,54.24,Referral
583,106,2025-09-26,87.34,Referral
584,760,2025-02-14,112.6,Organic
585,386,2025-04-03,82.93,Email
586,375,2025-07-30,82.44,Paid Search
587,530,2025-05-27,37.88,Email
588,229,2025-10-21,40.23,Email
589,362,2024-11-02,10.0,Email
590,494,2025-12-29,184.97,Paid Search
591,514,2025-10-05,10.0,Email
592,170,2025-01-04,38.43,Paid Search
593,527,2024-12-28,36.9,Organic
594,154,2024-03-13,133.7,Organic
595,371,2023-09-15,62.3,Organic
596,425,2025-08-09,154.86,Paid Search
597,494,2025-12-02,39.59,Email
598,491,2024-11-30,96.74,Organic
599,663,2025-11-18,29.88,Paid Search
600,250,2024-09-01,208.71,Organic
601,588,2025-09-11,10.0,Organic
602,138,2025-12-10,98.59,Paid Search
603,587,2023-11-24,118.03,
604,171,2023-12-15,104.83,Organic
605,530,2025-08-14,68.88,Paid Search
606,737,2025-11-26,72.21,Paid Search
607,222,2025-05-01,82.63,Email
608,494,2025-09-28,71.18,
609,421,2025-12-08,137.83,Organic
610,597,2025-09-04,212.63,
611,172,2025-07-22,46.55,Email
612,611,2024-11-27,10.0,Paid Search
613,236,2025-10-17,74.7,Email
614,136,2025-12-24,234.78,
615,208,2025-02-16,31.78,Email
616,154,2023-09-10,178.35,Organic
617,488,2025-11-21,180.66,Paid Search
618,545,2025-10-08,46.78,Paid Search
619,96,2025-09-19,114.14,Organic
620,618,2025-04-04,177.7,Paid Search
621,794,2025-12-21,57.25,Email
622,535,2025-10-18,67.79,Referral
623,45,2025-11-10,45.1,Email
624,235,2025-12-08,19.11,Email
625,788,2024-10-11,41.04,
626,604,2025-12-26,10.0,Paid Search
627,436,2024-02-23,82.05,Referral
628,489,2024-08-17,33.8,Paid Search
629,291,2025-06-23,94.03,
630,194,2024-02-04,10.0,Paid Search
631,592,2025-10-15,99.85,Paid Search
632,533,2023-06-07,130.01,Email
633,671,2025-06-13,10.0,Referral
634,419,2024-12-10,102.44,Paid Search
635,159,2024-06-26,153.66,Referral
636,268,2025-11-26,10.0,
637,579,2025-02-18,180.35,Referral
638,697,2025-03-18,105.14,Organic
639,424,2025-11-09,37.7,Email
640,184,2025-08-02,76.65,Email
641,260,2024-07-26,113.5,Referral
642,793,2025-09-03,84.56,Organic
643,676,2024-10-30,112.33,Organic
644,458,2024-07-10,24.76,Paid Search
645,220,2025-03-22,90.16,
646,347,2025-12-21,10.0,Paid Search
647,165,2024-09-24,73.33,Paid Search
648,94,2024-03-29,25.77,
649,615,2025-08-29,35.87,Paid Search
650,66,2024-01-25,154.17,Organic
651,380,2025-12-11,145.48,Paid Search
652,742,2025-06-28,116.55,
653,629,2025-12-25,14.46,Referral
654,729,2025-10-05,61.02,Paid Search
655,793,2025-01-18,152.79,Email
656,450,2023-08-11,88.5,Organic
657,673,2025-12-22,219.16,Referral
658,200,2024-09-07,103.6,Organic
659,630,2023-10-16,91.52,Paid Search
660,369,2023-12-23,61.45,Paid Search
661,162,2024-07-30,88.01,Referral
662,799,2025-06-14,70.85,Referral
663,686,2025-04-21,122.49,Email
664,601,2024-03-10,137.4,Paid Search
665,755,2025-08-12,32.84,Paid Search
666,563,2025-05-01,10.0,Referral
667,356,2024-10-16,10.0,
668,621,2024-12-11,110.48,Email
669,414,2025-08-15,13.8,Paid Search
670,268,2023-12-31,10.0,Email
671,519,2024-10-18,103.31,
672,516,2025-03-14,229.58,Referral
673,120,2025-11-04,79.64,Referral
674,551,2025-11-23,130.31,
675,711,2025-08-23,84.91,Email
676,577,2025-05-05,74.07,Organic
677,776,2025-08-14,135.14,Email
678,698,2024-10-01,62.58,Paid Search
679,494,2025-09-21,96.04,
680,70,2024-05-25,99.3,Organic
681,694,2025-09-07,39.91,Referral
682,423,2025-01-28,139.52,
683,718,2025-08-07,69.5,Organic
684,295,2024-09-13,34.66,Email
685,690,2025-11-18,112.19,Referral
686,78,2025-04-15,26.09,
687,488,2025-01-24,81.69,Referral
688,224,2025-09-23,79.45,Referral
689,188,2025-08-12,145.15,Organic
690,511,2025-08-28,108.48,Organic
691,241,2025-12-22,78.5,Organic
692,272,2025-07-23,129.07,Organic
693,208,2024-05-12,163.41,
694,160,2025-05-29,113.47,
695,123,2024-11-30,80.62,Email
696,629,2025-04-06,10.0,Paid Search
697,494,2025-10-24,16.09,Referral
698,505,2025-12-30,61.69,Email
699,188,2025-08-30,43.43,
700,408,2024-05-31,68.78,Organic
701,56,2025-10-13,83.4,
702,490,2025-03-12,111.78,Paid Search
703,515,2024-10-11,75.77,Email
704,703,2025-08-21,109.19,Email
705,124,2025-08-25,83.87,Email
706,324,2025-11-28,10.0,Paid Search
707,13,2025-06-01,23.64,
708,595,2024-10-17,71.35,Referral
709,371,2024-06-30,10.0,Organic
710,562,2025-10-31,116.0,Organic
711,276,2025-09-29,171.85,Referral
712,375,2025-01-05,153.13,Email
713,435,2024-02-22,67.19,Email
714,718,2025-10-02,169.44,Referral
715,411,2025-03-26,88.92,Email
716,185,2025-09-03,59.77,Organic
717,590,2025-12-25,43.2,Organic
718,103,2025-08-17,61.85,
719,242,2025-11-24,56.71,Email
720,391,2025-02-01,90.22,Organic
721,757,2025-05-29,89.63,Email
722,10,2025-02-18,80.18,Email
723,512,2025-06-18,106.22,
724,499,2024-02-25,151.44,Referral
725,576,2025-08-13,136.97,Paid Search
726,408,2024-01-26,10.0,Organic
727,62,2025-08-20,10.0,Referral
728,488,2025-10-20,136.06,Paid Search
729,461,2025-08-20,10.0,Referral
730,370,2024-10-11,66.51,Referral
731,353,2024-04-28,10.0,Email
732,125,2024-12-07,10.0,Organic
733,591,2025-07-01,112.49,
734,800,2025-10-26,125.55,Referral
735,333,2025-12-19,45.41,Email
736,794,2025-12-29,10.0,Email
737,81,2025-11-26,47.23,Referral
738,475,2025-12-09,103.51,Organic
739,172,2025-12-21,10.0,Referral
740,432,2025-10-07,91.0,Email
741,74,2024-07-16,79.08,Organic
742,352,2025-05-18,114.76,Referral
743,325,2024-10-10,87.17,Referral
744,620,2025-05-10,21.62,Referral
745,456,2025-10-31,151.79,
